,auctionID_lot,1,2,n,loc,cat0,cat1,low_rel_high,final_price,high_estimate,num_bids
1322,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1109,1.9685,1.905,5,hong kong,art,impressionist/20th/21st century art,0.5,3100000.0,2000000.0,20
1323,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1111,1.724,1.6433333333333333,3,hong kong,art,impressionist/20th/21st century art,0.5333333333333333,21000000.0,15000000.0,15
1324,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1112,0.9337083333333334,0.9241333333333334,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,95000000.0,120000000.0,10
1325,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1113,2.9633333333333334,2.7516666666666665,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,2800000.0,1200000.0,8
1326,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1114,0.9667857142857142,0.9235714285714286,2,hong kong,art,impressionist/20th/21st century art,0.6428571428571429,22000000.0,28000000.0,6
1327,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1116,0.8618666666666667,0.7852666666666667,2,hong kong,art,impressionist/20th/21st century art,0.8,110000000.0,150000000.0,3
1328,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1117,1.6733333333333333,1.5926666666666667,2,hong kong,art,impressionist/20th/21st century art,0.7333333333333333,10000000.0,7500000.0,9
1329,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1121,1.1677777777777778,1.1005555555555555,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,17000000.0,18000000.0,7
1330,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1123,1.236,1.190625,2,hong kong,art,impressionist/20th/21st century art,0.75,7800000.0,8000000.0,6
1331,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1125,1.26625,1.190625,2,hong kong,art,impressionist/20th/21st century art,0.75,8000000.0,8000000.0,5
1332,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1130,2.105818181818182,2.061818181818182,3,hong kong,art,impressionist/20th/21st century art,0.6363636363636364,9200000.0,5500000.0,17
1333,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1133,8.41375,7.9375,3,hong kong,art,impressionist/20th/21st century art,0.75,5300000.0,800000.0,20
1334,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1134,1.2855,1.2653333333333334,3,hong kong,art,impressionist/20th/21st century art,0.7666666666666667,31500000.0,30000000.0,15
1335,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1135,2.193636363636364,2.0204545454545455,4,hong kong,art,impressionist/20th/21st century art,0.5454545454545454,3800000.0,2200000.0,15
1336,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1138,6.35,6.0325,4,hong kong,art,impressionist/20th/21st century art,0.75,4000000.0,800000.0,18
1337,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1139,3.3026315789473686,3.143421052631579,6,hong kong,art,impressionist/20th/21st century art,0.6052631578947368,10000000.0,3800000.0,16
1338,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1140,1.9657142857142857,1.792857142857143,5,hong kong,art,impressionist/20th/21st century art,0.7857142857142857,11000000.0,7000000.0,13
1339,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1142,1.1083636363636364,1.039090909090909,2,hong kong,art,impressionist/20th/21st century art,0.6363636363636364,4800000.0,5500000.0,7
1340,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1143,2.032,1.9304,3,hong kong,art,impressionist/20th/21st century art,0.6,4000000.0,2500000.0,19
1341,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1144,1.1006666666666667,1.016,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,3000000.0,6
1342,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1146,0.9525,0.889,2,hong kong,art,impressionist/20th/21st century art,0.5,1500000.0,2000000.0,7
1343,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1147,4.0216666666666665,3.81,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,1900000.0,600000.0,7
1344,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1148,3.048,2.794,3,hong kong,art,impressionist/20th/21st century art,0.6,1200000.0,500000.0,19
1345,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1149,0.9652,0.762,4,hong kong,art,impressionist/20th/21st century art,0.48,1900000.0,2500000.0,5
1346,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1151,0.8466666666666667,0.8043333333333333,3,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,4000000.0,6000000.0,3
1347,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1154,1.27,1.1994444444444445,2,hong kong,art,impressionist/20th/21st century art,0.4444444444444444,1800000.0,1800000.0,10
1348,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1155,2.7516666666666665,2.54,3,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,2600000.0,1200000.0,16
1349,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1156,1.4816666666666667,1.3758333333333332,2,hong kong,art,impressionist/20th/21st century art,0.6666666666666666,1400000.0,1200000.0,10
1350,s1_16_modern-art-evening-sale_contemporary-art-evening-sale_1800,,,3,hong kong,art,impressionist/20th/21st century art,,390000000.0,,11
1351,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_1,1.0583333333333333,1.0054166666666666,3,new york,VARIED,,0.6666666666666666,10000.0,12000.0,8
1352,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_11,2.8575,2.7516666666666665,2,new york,VARIED,,0.6666666666666666,135000.0,60000.0,21
1353,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_12,2.38125,2.2225,3,new york,VARIED,,0.75,150000.0,80000.0,17
1354,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_13,1.27,1.1792857142857143,2,new york,VARIED,,0.7142857142857143,700000.0,700000.0,8
1355,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_14,1.4514285714285715,1.415142857142857,3,new york,VARIED,,0.7142857142857143,800000.0,700000.0,9
1356,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_15,1.3607142857142858,1.3062857142857143,2,new york,VARIED,,0.7142857142857143,7500.0,7000.0,9
1357,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_17,2.3585714285714285,2.286,2,new york,VARIED,,0.7142857142857143,650000.0,350000.0,20
1358,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_18,1.7991666666666666,1.6933333333333334,4,new york,VARIED,,0.6666666666666666,170000.0,120000.0,17
1359,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_19,1.42875,1.349375,2,new york,VARIED,,0.75,90000.0,80000.0,9
1360,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_2,2.22498,2.202,6,new york,VARIED,,0.72,4550000.0,2500000.0,46
1361,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_20,1.8626666666666667,1.6933333333333334,2,new york,VARIED,,0.6666666666666666,22000.0,15000.0,10
1362,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_21,1.3546666666666667,1.27,2,new york,VARIED,,0.6666666666666666,32000.0,30000.0,9
1363,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_24,0.889,0.8708571428571429,3,new york,VARIED,,0.7142857142857143,245000.0,350000.0,4
1364,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_25,1.27,1.1853333333333333,3,new york,VARIED,,0.6666666666666666,1500.0,1500.0,17
1365,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_26,1.27,1.2065,2,new york,VARIED,,0.6666666666666666,600000.0,600000.0,14
1366,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_27,1.3758333333333332,1.3123333333333334,2,new york,VARIED,,0.6666666666666666,650000.0,600000.0,13
1367,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_30,2.69875,2.38125,5,new york,VARIED,,0.75,17000.0,8000.0,17
1368,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_31,6.223,3.429,2,new york,VARIED,,0.7,49000.0,10000.0,26
1369,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_32,1.4393333333333334,1.3546666666666667,3,new york,VARIED,,0.6666666666666666,17000.0,15000.0,12
1370,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_33,5.08,4.868333333333333,3,new york,VARIED,,0.6666666666666666,24000.0,6000.0,25
1371,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_34,4.572,4.318,5,new york,VARIED,,0.6,18000.0,5000.0,25
1372,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_35,1.3758333333333332,1.27,4,new york,VARIED,,0.6666666666666666,65000.0,60000.0,10
1373,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_39,2.7214285714285715,2.54,2,new york,VARIED,,0.7142857142857143,750000.0,350000.0,25
1374,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_4,2.177142857142857,1.9957142857142858,5,new york,VARIED,,0.7142857142857143,120000.0,70000.0,17
1375,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_41,2.2577777777777777,2.1166666666666667,2,new york,VARIED,,0.6666666666666666,32000.0,18000.0,13
1376,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_42,2.8575,2.667,3,new york,VARIED,,0.75,450000.0,200000.0,19
1377,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_46,1.11125,1.0795,3,new york,VARIED,,0.75,70000.0,80000.0,7
1378,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_47,0.9525,0.873125,2,new york,VARIED,,0.75,6000.0,8000.0,2
1379,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_48,4.0216666666666665,3.81,2,new york,VARIED,,0.6666666666666666,9500.0,3000.0,7
1380,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_49,1.6933333333333334,1.6086666666666667,2,new york,VARIED,,0.6666666666666666,40000.0,30000.0,15
1381,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_5,1.3758333333333332,1.27,5,new york,VARIED,,0.6666666666666666,65000.0,60000.0,11
1382,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_50,1.778,1.651,5,new york,VARIED,,0.7,14000.0,10000.0,13
1383,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_52,1.6933333333333334,1.5875,2,new york,VARIED,,0.6666666666666666,16000.0,12000.0,11
1384,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_53,0.9525,0.873125,2,new york,VARIED,,0.75,600000.0,800000.0,4
1385,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_55,2.1925,2.116875,3,new york,VARIED,,0.75,1400000.0,800000.0,17
1386,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_59,1.3005,1.27025,4,new york,VARIED,,0.75,2100000.0,2000000.0,7
1387,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_6,1.42875,1.349375,3,new york,VARIED,,0.75,90000.0,80000.0,10
1388,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_60,1.512,1.391,3,new york,VARIED,,0.7,1200000.0,1000000.0,12
1389,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_61,2.2225,2.032,3,new york,VARIED,,0.75,35000.0,20000.0,13
1390,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_62,1.3229166666666667,1.27,3,new york,VARIED,,0.6666666666666666,125000.0,120000.0,11
1391,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_63,1.74625,1.6933333333333334,3,new york,VARIED,,0.75,330000.0,240000.0,12
1392,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_65,2.6246666666666667,2.54,2,new york,VARIED,,0.6666666666666666,310000.0,150000.0,17
1393,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_66,0.635,0.5926666666666667,2,new york,VARIED,,0.6666666666666666,15000.0,30000.0,3
1394,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_72,0.9525,0.8995833333333333,2,new york,VARIED,,0.6666666666666666,9000.0,12000.0,2
1395,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_73,0.8128,0.762,2,new york,VARIED,,0.72,16000.0,25000.0,3
1396,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_74,5.588,5.08,3,new york,VARIED,,0.6,220000.0,50000.0,29
1397,s1_17_prouve-x-basquiat-art-and-design-from-the-collection-of-peter-m-brant-and-stephanie-seymour_8,1.3758333333333332,1.27,3,new york,VARIED,,0.6666666666666666,130000.0,120000.0,10
1398,s1_18_art-contemporain-evening-sale-2?locale=en__10,0.8255,0.8043333333333333,5,paris,art,impressionist/20th/21st century art,0.6666666666666666,195000.0,300000.0,21
1399,s1_18_art-contemporain-evening-sale-2?locale=en__16,2.54,2.413,2,paris,art,impressionist/20th/21st century art,0.7,200000.0,100000.0,21
1400,s1_18_art-contemporain-evening-sale-2?locale=en__2,2.630714285714286,2.54,3,paris,art,impressionist/20th/21st century art,0.7142857142857143,145000.0,70000.0,25
1401,s1_18_art-contemporain-evening-sale-2?locale=en__21,1.27,1.23825,2,paris,art,impressionist/20th/21st century art,0.75,200000.0,200000.0,12
1402,s1_18_art-contemporain-evening-sale-2?locale=en__28,2.54,2.4553333333333334,7,paris,art,impressionist/20th/21st century art,0.6666666666666666,60000.0,30000.0,20
1403,s1_18_art-contemporain-evening-sale-2?locale=en__32,0.8345714285714285,0.7982857142857143,3,paris,art,impressionist/20th/21st century art,0.6857142857142857,230000.0,350000.0,3
1404,s1_18_art-contemporain-evening-sale-2?locale=en__4,1.1027142857142858,1.0854285714285714,3,paris,art,impressionist/20th/21st century art,0.7142857142857143,3150000.0,3500000.0,11
1405,s1_18_art-contemporain-evening-sale-2?locale=en__5,2.8575,2.69875,4,paris,art,impressionist/20th/21st century art,0.75,180000.0,80000.0,19
1406,s1_18_art-contemporain-evening-sale-2?locale=en__8,2.8575,2.7516666666666665,6,paris,art,impressionist/20th/21st century art,0.6666666666666666,135000.0,60000.0,21
1407,s1_18_art-contemporain-evening-sale-2?locale=en__9,2.1166666666666667,2.0108333333333333,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,100000.0,60000.0,17
1408,s1_19_the-distillers-one-of-one-2_1,0.945,0.882,4,edinburgh,wines and spirits,whisky,0.75,30000.0,40000.0,13
1409,s1_19_the-distillers-one-of-one-2_10,0.49,0.455,2,edinburgh,wines and spirits,whisky,0.5555555555555556,7000.0,18000.0,4
1410,s1_19_the-distillers-one-of-one-2_14,1.5507692307692307,1.4538461538461538,4,edinburgh,wines and spirits,whisky,0.6153846153846154,32000.0,26000.0,5
1411,s1_19_the-distillers-one-of-one-2_15,3.70125,1.33875,3,edinburgh,wines and spirits,whisky,0.625,47000.0,16000.0,9
1412,s1_19_the-distillers-one-of-one-2_16,1.4538461538461538,1.356923076923077,3,edinburgh,wines and spirits,whisky,0.5769230769230769,30000.0,26000.0,3
1413,s1_19_the-distillers-one-of-one-2_18,1.134,1.071,2,edinburgh,wines and spirits,whisky,0.75,18000.0,20000.0,5
1414,s1_19_the-distillers-one-of-one-2_21,1.26,1.2096,3,edinburgh,wines and spirits,whisky,0.7,500000.0,500000.0,9
1415,s1_19_the-distillers-one-of-one-2_22,3.99,0.798,2,edinburgh,wines and spirits,whisky,0.5,95000.0,30000.0,12
1416,s1_19_the-distillers-one-of-one-2_23,0.765,0.72,4,edinburgh,wines and spirits,whisky,0.7142857142857143,17000.0,28000.0,7
1417,s1_19_the-distillers-one-of-one-2_26,2.73,2.52,2,edinburgh,wines and spirits,whisky,0.5,65000.0,30000.0,12
1418,s1_19_the-distillers-one-of-one-2_27,1.35,1.26,2,edinburgh,wines and spirits,whisky,0.7142857142857143,7500.0,7000.0,4
1419,s1_19_the-distillers-one-of-one-2_3,0.672,0.63,2,edinburgh,wines and spirits,whisky,0.6,8000.0,15000.0,2
1420,s1_19_the-distillers-one-of-one-2_30,1.197,1.008,2,edinburgh,wines and spirits,whisky,0.6,9500.0,10000.0,4
1421,s1_19_the-distillers-one-of-one-2_31,2.205,2.0475,5,edinburgh,wines and spirits,whisky,0.625,140000.0,80000.0,11
1422,s1_19_the-distillers-one-of-one-2_33,0.5985,0.567,2,edinburgh,wines and spirits,whisky,0.6,19000.0,40000.0,2
1423,s1_19_the-distillers-one-of-one-2_36,2.9837142857142855,2.9491428571428573,7,edinburgh,wines and spirits,whisky,0.6285714285714286,830000.0,350000.0,51
1424,s1_19_the-distillers-one-of-one-2_4,2.24,2.1,2,edinburgh,wines and spirits,whisky,0.5555555555555556,320000.0,180000.0,9
1425,s1_19_the-distillers-one-of-one-2_40,1.89,1.764,2,edinburgh,wines and spirits,whisky,0.5,30000.0,20000.0,11
1426,s1_19_the-distillers-one-of-one-2_42,1.512,1.386,3,edinburgh,wines and spirits,whisky,0.5,12000.0,10000.0,5
1427,s1_19_the-distillers-one-of-one-2_9,0.945,0.882,3,edinburgh,wines and spirits,whisky,0.5,15000.0,20000.0,6
1428,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_1,1.6933333333333334,1.5875,5,paris,art,impressionist/20th/21st century art,0.6666666666666666,800000.0,600000.0,10
1429,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_10,1.9755555555555555,1.8344444444444445,4,paris,art,impressionist/20th/21st century art,0.6666666666666666,280000.0,180000.0,15
1430,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_101,3.668888888888889,3.5277777777777777,6,paris,art,impressionist/20th/21st century art,0.6666666666666666,520000.0,180000.0,20
1431,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_102,1.7971428571428572,1.7625714285714287,9,paris,art,impressionist/20th/21st century art,0.7142857142857143,1000000.0,700000.0,34
1432,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_103,1.2065,1.1641666666666666,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,570000.0,600000.0,3
1433,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_104,3.089,3.047964285714286,4,paris,art,impressionist/20th/21st century art,0.7857142857142857,7300000.0,2800000.0,53
1434,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_105,0.8105,0.78025,3,paris,art,impressionist/20th/21st century art,0.75,1300000.0,2000000.0,6
1435,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_107,0.7452,0.6968,2,paris,art,impressionist/20th/21st century art,0.72,1500000.0,2500000.0,6
1436,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_108,2.3115555555555556,2.2577777777777777,4,paris,art,impressionist/20th/21st century art,0.7777777777777778,820000.0,450000.0,19
1437,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_110,7.76,4.476428571428571,5,paris,art,impressionist/20th/21st century art,0.7142857142857143,4500000.0,700000.0,88
1438,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_111,2.5804444444444443,2.526666666666667,6,paris,art,impressionist/20th/21st century art,0.7777777777777778,920000.0,450000.0,27
1439,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_112,1.7818,1.7489714285714286,2,paris,art,impressionist/20th/21st century art,0.7142857142857143,5200000.0,3500000.0,24
1440,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_114,0.6766,0.6677615384615384,2,paris,art,impressionist/20th/21st century art,0.6923076923076923,3600000.0,6500000.0,5
1441,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_115,1.3622916666666667,1.3527166666666666,5,paris,art,impressionist/20th/21st century art,0.75,14000000.0,12000000.0,29
1442,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_118,1.5345833333333334,1.4816666666666667,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,725000.0,600000.0,13
1443,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_120,1.1121764705882353,1.0986588235294117,8,paris,art,impressionist/20th/21st century art,0.7647058823529411,8000000.0,8500000.0,20
1444,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_122,0.9033333333333333,0.8226666666666667,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,2200000.0,3000000.0,2
1445,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_123,5.9278571428571425,5.841428571428572,3,paris,art,impressionist/20th/21st century art,0.7142857142857143,1675000.0,350000.0,52
1446,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_124,2.972,2.902857142857143,6,paris,art,impressionist/20th/21st century art,0.7142857142857143,820000.0,350000.0,20
1447,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_133,1.895,1.7941666666666667,6,paris,art,impressionist/20th/21st century art,0.6666666666666666,900000.0,600000.0,14
1448,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_134,0.91725,0.8149166666666666,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,870000.0,1200000.0,5
1449,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_14,1.2065,1.143,3,paris,art,impressionist/20th/21st century art,0.7,95000.0,100000.0,5
1450,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_146,3.04604,3.02306,4,paris,art,impressionist/20th/21st century art,0.6,6400000.0,2500000.0,50
1451,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_149,1.4393333333333334,1.3546666666666667,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,170000.0,150000.0,6
1452,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_15,1.2192,1.1684,3,paris,art,impressionist/20th/21st century art,0.68,240000.0,250000.0,7
1453,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_150,1.016,0.9736666666666667,4,paris,art,impressionist/20th/21st century art,0.6666666666666666,240000.0,300000.0,4
1454,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_18,0.992,0.9315,2,paris,art,impressionist/20th/21st century art,0.75,1600000.0,2000000.0,2
1455,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_19,1.2823333333333333,1.242,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,1550000.0,1500000.0,9
1456,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_2,3.81,3.730625,3,paris,art,impressionist/20th/21st century art,0.625,240000.0,80000.0,34
1457,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_20,1.2823333333333333,1.242,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,1550000.0,1500000.0,11
1458,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_21,1.2776,1.2292,3,paris,art,impressionist/20th/21st century art,0.68,2600000.0,2500000.0,11
1459,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_22,1.3788571428571428,1.3062857142857143,3,paris,art,impressionist/20th/21st century art,0.6285714285714286,380000.0,350000.0,9
1460,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_23,1.0,0.9193333333333333,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,1200000.0,1500000.0,6
1461,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_24,0.9736666666666667,0.9313333333333333,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,115000.0,150000.0,4
1462,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_25,1.1176,1.0668,4,paris,art,impressionist/20th/21st century art,0.72,220000.0,250000.0,5
1463,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_27,0.9525,0.9172222222222223,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,135000.0,180000.0,4
1464,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_28,1.1853333333333333,1.143,2,paris,art,impressionist/20th/21st century art,0.8,140000.0,150000.0,5
1465,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_29,1.651,1.5875,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,780000.0,600000.0,18
1466,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_30,1.6086666666666667,1.524,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,190000.0,150000.0,13
1467,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_31,1.27,1.11125,3,paris,art,impressionist/20th/21st century art,0.75,80000.0,80000.0,4
1468,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_32,1.5345833333333334,1.4816666666666667,2,paris,art,impressionist/20th/21st century art,0.6666666666666666,145000.0,120000.0,8
1469,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_33,1.0498666666666667,1.016,4,paris,art,impressionist/20th/21st century art,0.7333333333333333,620000.0,750000.0,6
1470,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_4,1.5965714285714285,1.524,2,paris,art,impressionist/20th/21st century art,0.7142857142857143,440000.0,350000.0,14
1471,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_5,1.1288888888888888,1.0583333333333333,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,160000.0,180000.0,7
1472,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_6,2.0434375,1.90699375,7,paris,art,impressionist/20th/21st century art,0.625,14000000.0,8000000.0,31
1473,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_7,1.524,1.4393333333333334,3,paris,art,impressionist/20th/21st century art,0.6666666666666666,180000.0,150000.0,13
1474,s1_20_art-impressionniste-et-moderne-evening-sale_evening-sale?locale=en_8,1.9088888888888889,1.7744444444444445,6,paris,art,impressionist/20th/21st century art,0.6666666666666666,2800000.0,1800000.0,15
